PDF Link,Download_Status,File_Size_KB,Error_Message,Downloaded_At
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11150377,success,7895.529296875,,2026-01-03 20:59:59.718976
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11150404,success,4315.630859375,,2026-01-03 20:59:53.887521
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11148243,success,3574.16796875,,2026-01-03 20:59:56.770463
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11149658,success,1632.814453125,,2026-01-03 20:59:51.207911
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11150407,success,3692.826171875,,2026-01-03 20:59:56.452411
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11148494,success,3883.0859375,,2026-01-03 20:59:58.719827
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11148244,success,3231.134765625,,2026-01-03 20:59:59.724124
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11149632,success,2628.3916015625,,2026-01-03 21:00:01.308599
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11148491,success,2507.2490234375,,2026-01-03 21:00:02.774890
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11148239,success,1688.7255859375,,2026-01-03 21:00:02.836797
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11146652,success,2135.0185546875,,2026-01-03 21:00:05.496732
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11146719,success,1645.462890625,,2026-01-03 21:00:03.962441
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11146726,success,4480.3046875,,2026-01-03 21:00:10.222353
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11146788,success,2514.935546875,,2026-01-03 21:00:07.770827
